PRODLIST-Ind 2022,NCM 2022 (SET/2022),PRODLIST Ind 2019,NCM 2019,PRODLIST Ind 2016,NCM 2016
2123.2155,3006.30.15,,,,
2123.2155,3006.30.16,,,,
2123.2155,3006.30.17,,,,
2123.2155,3006.30.18,,,,
2123.2155,3006.30.19,,,,
2123.2155,3006.30.21,,,,
2123.2155,3006.30.29,,,,
2123.2170,3822.13.00,,,,
2211.2010,4013.10.90,,,,
2211.2020,4013.90.00,,,,
2211.2030,4013.20.00,,,,
2211.2040,4013.90.00,,,,
2211.2050,4013.90.00,,,,
2211.2060,4013.10.10,,,,
2211.2070,4006.10.00,,,,
2211.2080,4011.10.00,,,,
2211.2090,4011.30.00,,,,
2211.2100,4011.50.00,,,,
2211.2110,4011.70.10,,,,
2211.2110,4011.70.90,,,,
2211.2110,4011.80.10,,,,
2211.2110,4011.80.20,,,,
2211.2110,4011.80.90,,,,
2211.2110,4011.90.10,,,,
2211.2110,4011.90.90,,,,
2211.2120,4011.40.00,,,,
2211.2130,4011.20.10,,,,
2211.2130,4011.20.90,,,,
2211.2140,4012.90.10,,,,
2211.2140,4012.90.90,,,,
2212.2010,4012.11.00,,,,
2212.2010,4012.12.00,,,,
2212.2010,4012.13.00,,,,
2212.2010,4012.19.00,,,,
2219.2010,4014.90.10,,,,
2219.2010,4014.90.90,,,,
2219.2020,4016.94.00,,,,
2219.2020,4016.95.10,,,,
2219.2020,4016.95.90,,,,
2219.2020,4016.99.90,,,,
2219.2030,4017.00.00,,,,
2219.2040,4017.00.00,,,,
2219.2050,4005.10.10,,,,
2219.2050,4005.10.90,,,,
2219.2050,4005.20.00,,,,
2219.2050,4005.91.10,,,,
2219.2050,4005.91.90,,,,
2219.2050,4005.99.10,,,,
2219.2050,4005.99.90,,,,
2219.2060,4003.00.00,,,,
2219.2070,4016.91.00,,,,
2219.2070,4016.99.90,,,,
2219.2080,4008.11.00,,,,
2219.2080,4008.21.00,,,,
2219.2090,4014.90.90,,,,
2219.2100,4010.31.00,,,,
2219.2100,4010.32.00,,,,
2219.2100,4010.33.00,,,,
2219.2100,4010.34.00,,,,
2219.2100,4010.35.00,,,,
2219.2100,4010.36.00,,,,
2219.2100,4010.39.00,,,,
2219.2110,4010.11.00,,,,
2219.2110,4010.12.00,,,,
2219.2110,4010.19.00,,,,
2219.2120,4007.00.11,,,,
2219.2120,4007.00.19,,,,
2219.2120,4007.00.20,,,,
2219.2125,4016.93.00,,,,
2219.2125,4016.99.10,,,,
2219.2125,4016.99.90,,,,
2219.2140,4016.10.10,,,,
2219.2150,4016.10.10,,,,
2219.2160,4016.10.90,,,,
2219.2160,4016.99.10,,,,
2219.2160,4016.99.90,,,,
2219.2170,4014.10.00,,,,
2219.2185,4004.00.00,,,,
2219.2190,4016.99.10,,,,
2219.2190,4016.99.90,,,,
2219.2200,4016.91.00,,,,
2219.2205,5906.10.00,,,,
2219.2205,5906.91.00,,,,
2219.2205,5906.99.00,,,,
2219.2210,4009.31.00,,,,
2219.2210,4009.32.10,,,,
2219.2210,4009.32.90,,,,
2219.2220,4009.21.10,,,,
2219.2220,4009.21.90,,,,
2219.2220,4009.22.10,,,,
2219.2220,4009.22.90,,,,
2219.2220,4009.41.00,,,,
2219.2220,4009.42.10,,,,
2219.2220,4009.42.90,,,,
2219.2230,4009.11.00,,,,
2219.2230,4009.12.10,,,,
2219.2230,4009.12.90,,,,
2219.2240,4008.19.00,,,,
2219.2240,4008.29.00,,,,
2219.2250,4006.90.00,,,,
2221.2010,3919.10.10,,,,
2221.2010,3919.10.20,,,,
2221.2010,3919.10.90,,,,
2221.2010,3919.90.10,,,,
2221.2010,3919.90.20,,,,
2221.2010,3919.90.90,,,,
2221.2020,3921.11.00,,,,
2221.2020,3921.12.00,,,,
2221.2020,3921.13.10,,,,
2221.2020,3921.13.90,,,,
2221.2020,3921.14.00,,,,
2221.2020,3921.19.00,,,,
2221.2030,3921.90.11,,,,
2221.2030,3921.90.12,,,,
2221.2030,3921.90.13,,,,
2221.2030,3921.90.19,,,,
2221.2030,3921.90.20,,,,
2221.2030,3921.90.90,,,,
2221.2040,3920.10.10,,,,
2221.2040,3920.10.91,,,,
2221.2040,3920.10.99,,,,
2221.2040,3920.20.11,,,,
2221.2040,3920.20.12,,,,
2221.2040,3920.20.19,,,,
2221.2040,3920.20.90,,,,
2221.2040,3920.30.00,,,,
2221.2040,3920.43.10,,,,
2221.2040,3920.43.90,,,,
2221.2040,3920.49.00,,,,
2221.2040,3920.51.00,,,,
2221.2040,3920.59.00,,,,
2221.2040,3920.61.00,,,,
2221.2040,3920.62.11,,,,
2221.2040,3920.62.19,,,,
2221.2040,3920.62.91,,,,
2221.2040,3920.62.99,,,,
2221.2040,3920.63.00,,,,
2221.2040,3920.69.00,,,,
2221.2040,3920.71.00,,,,
2221.2040,3920.73.10,,,,
2221.2040,3920.73.90,,,,
2221.2040,3920.79.10,,,,
2221.2040,3920.79.90,,,,
2221.2040,3920.91.00,,,,
2221.2040,3920.92.00,,,,
2221.2040,3920.93.00,,,,
2221.2040,3920.94.00,,,,
2221.2040,3920.99.10,,,,
2221.2040,3920.99.20,,,,
2221.2040,3920.99.30,,,,
2221.2040,3920.99.40,,,,
2221.2040,3920.99.50,,,,
2221.2040,3920.99.90,,,,
2221.2050,3921.13.10,,,,
2221.2050,3921.13.90,,,,
2221.2060,3920.10.10,,,,
2221.2060,3920.10.91,,,,
2221.2060,3920.10.99,,,,
2221.2060,3920.30.00,,,,
2221.2060,3920.43.10,,,,
2221.2060,3920.43.90,,,,
2221.2060,3920.49.00,,,,
2221.2060,3920.51.00,,,,
2221.2060,3920.59.00,,,,
2221.2060,3920.61.00,,,,
2221.2060,3920.62.11,,,,
2221.2060,3920.62.19,,,,
2221.2060,3920.62.91,,,,
2221.2060,3920.62.99,,,,
2221.2060,3920.63.00,,,,
2221.2060,3920.69.00,,,,
2221.2060,3920.71.00,,,,
2221.2060,3920.73.10,,,,
2221.2060,3920.73.90,,,,
2221.2060,3920.79.10,,,,
2221.2060,3920.79.90,,,,
2221.2060,3920.91.00,,,,
2221.2060,3920.92.00,,,,
2221.2060,3920.93.00,,,,
2221.2060,3920.94.00,,,,
2221.2060,3920.99.10,,,,
2221.2060,3920.99.20,,,,
2221.2060,3920.99.30,,,,
2221.2060,3920.99.40,,,,
2221.2060,3920.99.50,,,,
2221.2060,3920.99.90,,,,
2221.2070,3920.20.11,,,,
2221.2070,3920.20.12,,,,
2221.2070,3920.20.19,,,,
2221.2070,3921.90.11,,,,
2221.2070,3921.90.12,,,,
2221.2070,3921.90.19,,,,
2221.2070,3921.90.20,,,,
2221.2070,3921.90.90,,,,
2221.2080,3919.10.10,,,,
2221.2080,3919.10.20,,,,
2221.2080,3919.10.90,,,,
2221.2080,3919.90.10,,,,
2221.2080,3919.90.20,,,,
2221.2080,3919.90.90,,,,
2221.2090,3919.10.10,,,,
2221.2090,3919.10.20,,,,
2221.2090,3919.10.90,,,,
2221.2090,3919.90.10,,,,
2221.2090,3919.90.20,,,,
2221.2090,3919.90.90,,,,
2221.2100,3917.10.10,,,,
2221.2100,3917.10.21,,,,
2221.2100,3917.10.29,,,,
2222.2010,3923.90.10,,,,
2222.2010,3923.90.90,,,,
2222.2020,3923.90.10,,,,
2222.2020,3923.90.90,,,,
2222.2030,3923.90.10,,,,
2222.2030,3923.90.90,,,,
2222.2040,3923.10.10,,,,
2222.2040,3923.10.90,,,,
2222.2050,3923.40.00,,,,
2222.2060,3923.21.10,,,,
2222.2060,3923.21.90,,,,
2222.2060,3923.29.10,,,,
2222.2060,3923.29.90,,,,
2222.2070,3923.90.10,,,,
2222.2070,3923.90.90,,,,
2222.2080,3923.90.10,,,,
2222.2080,3923.90.90,,,,
2222.2090,3923.90.10,,,,
2222.2090,3923.90.90,,,,
2222.2100,3923.90.10,,,,
2222.2100,3923.90.90,,,,
2222.2110,3923.90.10,,,,
2222.2110,3923.90.90,,,,
2222.2120,3923.90.10,,,,
2222.2120,3923.90.90,,,,
2222.2130,3923.30.90,,,,
2222.2140,3923.30.10,,,,
2222.2140,3923.30.90,,,,
2222.2150,3923.50.00,,,,
2222.2160,3923.21.10,,,,
2222.2160,3923.21.90,,,,
2222.2160,3923.29.10,,,,
2222.2160,3923.29.90,,,,
2222.2170,3923.21.10,,,,
2222.2170,3923.21.90,,,,
2222.2170,3923.29.10,,,,
2222.2170,3923.29.90,,,,
2222.2180,3923.21.10,,,,
2222.2180,3923.21.90,,,,
2222.2180,3923.29.10,,,,
2222.2180,3923.29.90,,,,
2223.2010,3917.40.10,,,,
2223.2010,3917.40.90,,,,
2223.2020,3917.21.00,,,,
2223.2020,3917.22.00,,,,
2223.2020,3917.23.00,,,,
2223.2020,3917.29.00,,,,
2223.2020,3917.32.10,,,,
2223.2020,3917.32.21,,,,
2223.2020,3917.32.29,,,,
2223.2020,3917.32.30,,,,
2223.2020,3917.32.40,,,,
2223.2020,3917.32.51,,,,
2223.2020,3917.32.59,,,,
2223.2020,3917.32.90,,,,
2223.2020,3917.33.00,,,,
2223.2030,3917.21.00,,,,
2223.2030,3917.22.00,,,,
2223.2030,3917.23.00,,,,
2223.2030,3917.29.00,,,,
2223.2030,3917.39.00,,,,
2223.2040,3917.31.00,,,,
2229.2010,3926.10.00,,,,
2229.2020,3924.90.00,,,,
2229.2030,3924.10.00,,,,
2229.2030,3924.90.00,,,,
2229.2040,3926.90.30,,,,
2229.2040,3926.90.40,,,,
2229.2040,3926.90.50,,,,
2229.2050,3926.10.00,,,,
2229.2060,3926.30.00,,,,
2229.2060,3926.40.00,,,,
2229.2060,3926.90.10,,,,
2229.2060,3926.90.90,,,,
2229.2070,3924.90.00,,,,
2229.2080,3922.90.00,,,,
2229.2090,3922.20.00,,,,
2229.2100,3922.10.00,,,,
2229.2110,3922.10.00,,,,
2229.2120,3922.90.00,,,,
2229.2130,3926.90.90,,,,
2229.2140,3917.32.29,,,,
2229.2150,9406.90.90,,,,
2229.2160,3926.90.21,,,,
2229.2160,3926.90.22,,,,
2229.2170,3915.10.00,,,,
2229.2170,3915.20.00,,,,
2229.2170,3915.30.00,,,,
2229.2170,3915.90.00,,,,
2229.2180,3925.30.00,,,,
2229.2180,3925.90.10,,,,
2229.2180,3925.90.90,,,,
2229.2185,3006.91.10,,,,
2229.2185,3006.91.90,,,,
2229.2187,5904.10.00,,,,
2229.2187,5904.90.00,,,,
2229.2190,3917.21.00,,,,
2229.2190,3917.22.00,,,,
2229.2190,3917.23.00,,,,
2229.2190,3917.29.00,,,,
2229.2190,3917.32.10,,,,
2229.2190,3917.32.21,,,,
2229.2190,3917.32.29,,,,
2229.2190,3917.32.30,,,,
2229.2190,3917.32.40,,,,
2229.2190,3917.32.51,,,,
2229.2190,3917.32.59,,,,
2229.2190,3917.32.90,,,,
2229.2190,3917.33.00,,,,
2229.2190,3917.39.00,,,,
2229.2200,3917.31.00,,,,
2229.2210,3916.10.00,,,,
2229.2210,3916.20.00,,,,
2229.2210,3916.90.10,,,,
2229.2210,3916.90.90,,,,
2229.2220,3916.10.00,,,,
2229.2220,3916.20.00,,,,
2229.2220,3916.90.10,,,,
2229.2220,3916.90.90,,,,
2229.2230,9405.92.00,,,,
2229.2240,3926.90.90,,,,
2229.2250,3926.90.90,,,,
2229.2260,3926.90.90,,,,
2229.2270,3926.90.61,,,,
2229.2270,3926.90.69,,,,
2229.2270,3926.90.90,,,,
2229.2280,3926.90.90,,,,
2229.2290,3926.90.90,,,,
2229.2305,3925.90.10,,,,
2229.2305,3925.90.90,,,,
2229.2310,8547.20.10,,,,
2229.2310,8547.20.90,,,,
2229.2315,3926.90.90,,,,
2229.2320,3925.20.00,,,,
2229.2330,3925.10.00,,,,
2229.2340,3918.10.00,,,,
2229.2340,3918.90.00,,,,
2229.2350,3917.31.00,,,,
2311.2005,7004.20.00,,,,
2311.2005,7004.90.00,,,,
2311.2010,7005.10.00,,,,
2311.2010,7005.21.00,,,,
2311.2010,7005.29.00,,,,
2311.2010,7005.30.00,,,,
2311.2025,7003.12.00,,,,
2311.2025,7003.19.00,,,,
2311.2025,7003.20.00,,,,
2311.2025,7003.30.00,,,,
2311.2030,7007.11.00,,,,
2311.2030,7007.21.00,,,,
2311.2030,8708.22.00,,,,
2311.2040,7007.19.00,,,,
2311.2040,7007.29.00,,,,
2312.2010,7010.10.00,,,,
2312.2020,7010.90.12,,,,
2312.2020,7010.90.22,,,,
2312.2020,7010.90.90,,,,
2312.2030,7010.90.11,,,,
2312.2030,7010.90.21,,,,
2312.2030,7010.90.22,,,,
2312.2030,7010.90.90,,,,
2312.2040,7010.20.00,,,,
2319.2010,7020.00.10,,,,
2319.2030,7017.10.00,,,,
2319.2030,7017.20.00,,,,
2319.2030,7017.90.00,,,,
2319.2040,7014.00.00,,,,
2319.2045,7011.10.10,,,,
2319.2045,7011.10.21,,,,
2319.2045,7011.10.29,,,,
2319.2045,7011.10.90,,,,
2319.2045,7011.20.00,,,,
2319.2045,7011.90.00,,,,
2319.2045,7020.00.90,,,,
2319.2060,7019.73.10,,,,
2319.2060,7019.80.00,,,,
2319.2060,7019.90.00,,,,
2319.2080,7016.10.00,,,,
2319.2080,7016.90.00,,,,
2319.2090,7018.10.10,,,,
2319.2090,7018.10.20,,,,
2319.2090,7018.10.90,,,,
2319.2090,7018.20.00,,,,
2319.2090,7018.90.00,,,,
2319.2100,7013.22.00,,,,
2319.2100,7013.33.00,,,,
2319.2110,7013.28.00,,,,
2319.2110,7013.37.00,,,,
2319.2120,7009.91.00,,,,
2319.2120,7009.92.00,,,,
2319.2130,7009.10.00,,,,
2319.2140,8546.10.00,,,,
2319.2150,7019.11.00,,,,
2319.2150,7019.12.10,,,,
2319.2150,7019.12.90,,,,
2319.2150,7019.13.00,,,,
2319.2150,7019.19.00,,,,
2319.2160,7013.10.00,,,,
2319.2160,7013.41.00,,,,
2319.2160,7013.42.10,,,,
2319.2160,7013.42.90,,,,
2319.2160,7013.49.00,,,,
2319.2170,7013.10.00,,,,
2319.2170,7013.91.10,,,,
2319.2170,7013.91.90,,,,
2319.2170,7013.99.00,,,,
2319.2180,9405.91.00,,,,
2319.2195,7019.14.00,,,,
2319.2195,7019.15.00,,,,
2319.2195,7019.19.00,,,,
2319.2195,7019.62.00,,,,
2319.2195,7019.69.00,,,,
2319.2195,7019.71.00,,,,
2319.2195,7019.72.00,,,,
2319.2195,7019.73.90,,,,
2319.2195,7019.80.00,,,,
2319.2195,7019.90.00,,,,
2319.2220,7001.00.00,,,,
2319.2235,7006.00.00,,,,
2319.2245,7002.10.00,,,,
2319.2245,7002.20.00,,,,
2319.2245,7002.31.00,,,,
2319.2245,7002.32.00,,,,
2319.2245,7002.39.00,,,,
2319.2250,7008.00.00,,,,
2319.2280,7015.10.10,,,,
2319.2280,7015.10.91,,,,
2319.2280,7015.10.92,,,,
2319.2280,7015.90.10,,,,
2319.2280,7015.90.20,,,,
2319.2280,7015.90.30,,,,
2319.2280,7015.90.90,,,,
2320.2010,2523.30.00,,,,
2320.2020,2523.90.00,,,,
2320.2030,2523.21.00,,,,
2320.2040,2523.29.90,,,,
2320.2050,2523.29.10,,,,
2320.2060,2523.29.90,,,,
2320.2070,2523.29.90,,,,
2320.2080,2523.29.90,,,,
2320.2090,2523.29.90,,,,
2320.2100,2523.10.00,,,,
2330.2010,3824.50.00,,,,
2330.2020,6811.40.00,,,,
2330.2030,6809.90.00,,,,
2330.2040,6810.11.00,,,,
2330.2053,6810.99.00,,,,
2330.2060,6811.81.00,,,,
2330.2060,6811.82.00,,,,
2330.2060,6811.89.00,,,,
2330.2070,6809.11.00,,,,
2330.2070,6809.19.00,,,,
2330.2080,9406.90.90,,,,
2330.2090,6810.91.00,,,,
2330.2100,3824.50.00,,,,
2330.2110,6808.00.00,,,,
2330.2115,6810.99.00,,,,
2330.2130,6810.19.00,,,,
2341.2010,3816.00.11,,,,
2341.2010,3816.00.12,,,,
2341.2010,3816.00.19,,,,
2341.2010,3816.00.21,,,,
2341.2010,3816.00.29,,,,
2341.2010,3816.00.90,,,,
2341.2025,6901.00.00,,,,
2341.2035,6815.91.10,,,,
2341.2035,6815.91.90,,,,
2341.2035,6903.10.11,,,,
2341.2035,6903.10.12,,,,
2341.2035,6903.10.19,,,,
2341.2035,6903.10.20,,,,
2341.2035,6903.10.30,,,,
2341.2035,6903.10.40,,,,
2341.2035,6903.10.90,,,,
2341.2035,6903.20.10,,,,
2341.2035,6903.20.20,,,,
2341.2035,6903.20.30,,,,
2341.2035,6903.20.90,,,,
2341.2035,6903.90.11,,,,
2341.2035,6903.90.12,,,,
2341.2035,6903.90.19,,,,
2341.2035,6903.90.91,,,,
2341.2035,6903.90.92,,,,
2341.2035,6903.90.99,,,,
2341.2040,6902.10.11,,,,
2341.2040,6902.10.18,,,,
2341.2040,6902.10.19,,,,
2341.2040,6902.10.90,,,,
2341.2040,6902.20.10,,,,
2341.2040,6902.20.91,,,,
2341.2040,6902.20.92,,,,
2341.2040,6902.20.93,,,,
2341.2040,6902.20.99,,,,
2341.2040,6902.90.10,,,,
2341.2040,6902.90.20,,,,
2341.2040,6902.90.30,,,,
2341.2040,6902.90.40,,,,
2341.2040,6902.90.90,,,,
2342.2010,6905.90.00,,,,
2342.2030,6907.21.00,,,,
2342.2030,6907.22.00,,,,
2342.2030,6907.23.00,,,,
2342.2030,6907.30.00,,,,
2342.2030,6907.40.00,,,,
2342.2040,6907.21.00,,,,
2342.2040,6907.22.00,,,,
2342.2040,6907.23.00,,,,
2342.2040,6907.30.00,,,,
2342.2040,6907.40.00,,,,
2342.2045,6907.21.00,,,,
2342.2045,6907.22.00,,,,
2342.2045,6907.23.00,,,,
2342.2045,6907.30.00,,,,
2342.2045,6907.40.00,,,,
2342.2050,6905.10.00,,,,
2342.2065,6904.10.00,,,,
2342.2065,6904.90.00,,,,
2342.2080,6906.00.00,,,,
2349.2010,6909.11.00,,,,
2349.2010,6909.12.10,,,,
2349.2010,6909.12.20,,,,
2349.2010,6909.12.30,,,,
2349.2010,6909.12.90,,,,
2349.2010,6909.19.10,,,,
2349.2010,6909.19.20,,,,
2349.2010,6909.19.30,,,,
2349.2010,6909.19.90,,,,
2349.2010,6909.90.00,,,,
2349.2015,6912.00.00,,,,
2349.2030,6912.00.00,,,,
2349.2045,6914.10.00,,,,
2349.2045,6914.90.00,,,,
2349.2047,6911.90.00,,,,
2349.2050,6911.10.10,,,,
2349.2050,6911.10.90,,,,
2349.2080,6913.10.00,,,,
2349.2080,6913.90.00,,,,
2349.2090,8546.20.00,,,,
2349.2100,8547.10.00,,,,
2349.2110,6910.10.00,,,,
2349.2110,6910.90.00,,,,
2391.2010,6803.00.00,,,,
2391.2020,6802.23.00,,,,
2391.2020,6802.93.10,,,,
2391.2020,6802.93.90,,,,
2391.2030,6802.10.00,,,,
2391.2040,6802.21.00,,,,
2391.2040,6802.91.00,,,,
2391.2050,6802.29.00,,,,
2391.2050,6802.92.00,,,,
2391.2050,6802.99.10,,,,
2391.2050,6802.99.90,,,,
2391.2060,6801.00.00,,,,
2392.2010,2522.20.00,,,,
2392.2020,2522.30.00,,,,
2392.2030,2522.10.00,,,,
2392.2038,2518.20.00,,,,
2392.2038,3816.00.90,,,,
2392.2040,2520.20.10,,,,
2392.2040,2520.20.90,,,,
2399.2010,6805.10.00,,,,
2399.2010,6805.20.00,,,,
2399.2010,6805.30.10,,,,
2399.2010,6805.30.20,,,,
2399.2010,6805.30.90,,,,
2399.2020,6812.80.00,,,,
2399.2020,6812.99.10,,,,
2399.2020,6812.99.20,,,,
2399.2020,6812.99.30,,,,
2399.2020,6812.99.90,,,,
2399.2030,6807.10.00,,,,
2399.2030,6807.90.00,,,,
2399.2040,6815.11.00,,,,
2399.2040,6815.12.00,,,,
2399.2040,6815.13.00,,,,
2399.2040,6815.19.00,,,,
2399.2050,6806.90.10,,,,
2399.2050,6815.20.00,,,,
2399.2050,6815.99.11,,,,
2399.2050,6815.99.12,,,,
2399.2050,6815.99.13,,,,
2399.2050,6815.99.14,,,,
2399.2050,6815.99.19,,,,
2399.2050,6815.99.90,,,,
2399.2060,2521.00.00,,,,
2399.2070,2507.00.10,,,,
2399.2080,2818.10.10,,,,
2399.2080,2818.10.90,,,,
2399.2090,2521.00.00,,,,
2399.2110,2529.10.00,,,,
2399.2120,2510.10.10,,,,
2399.2120,2510.10.90,,,,
2399.2120,2510.20.10,,,,
2399.2120,2510.20.90,,,,
2399.2125,6813.20.00,,,,
2399.2125,6813.81.10,,,,
2399.2125,6813.81.90,,,,
2399.2125,6813.89.10,,,,
2399.2125,6813.89.90,,,,
2399.2130,3801.10.00,,,,
2399.2130,3801.20.10,,,,
2399.2130,3801.20.90,,,,
2399.2130,3801.30.10,,,,
2399.2130,3801.30.90,,,,
2399.2130,3801.90.00,,,,
2399.2160,6806.10.00,,,,
2399.2170,2715.00.00,,,,
2399.2170,3824.50.00,,,,
2399.2180,6806.90.90,,,,
2399.2190,6804.10.00,,,,
2399.2190,6804.21.11,,,,
2399.2190,6804.21.19,,,,
2399.2190,6804.21.90,,,,
2399.2190,6804.22.11,,,,
2399.2190,6804.22.19,,,,
2399.2190,6804.22.90,,,,
2399.2190,6804.23.00,,,,
2399.2190,6804.30.00,,,,
2399.2200,6814.10.00,,,,
2399.2200,6814.90.00,,,,
2399.2210,2511.10.00,,,,
2399.2215,2517.30.00,,,,
2399.2220,6806.20.00,,,,
2411.2010,7201.10.00,,,,
2411.2010,7201.20.00,,,,
2411.2010,7201.50.00,,,,
2411.2020,2618.00.00,,,,
2411.2030,7203.10.00,,,,
2411.2030,7203.90.00,,,,
2412.2010,7202.50.00,,,,
2412.2010,7202.70.00,,,,
2412.2010,7202.80.00,,,,
2412.2010,7202.91.00,,,,
2412.2010,7202.92.00,,,,
2412.2010,7202.99.10,,,,
2412.2010,7202.99.90,,,,
2412.2020,7202.41.00,,,,
2412.2020,7202.49.00,,,,
2412.2030,7202.11.00,,,,
2412.2030,7202.19.00,,,,
2412.2040,7202.93.00,,,,
2412.2050,7202.30.00,,,,
2412.2060,7202.60.00,,,,
2412.2070,7202.21.00,,,,
2412.2070,7202.29.00,,,,
2421.2005,7204.10.00,,,,
2421.2005,7204.21.00,,,,
2421.2005,7204.29.00,,,,
2421.2005,7204.30.00,,,,
2421.2005,7204.41.00,,,,
2421.2005,7204.49.00,,,,
2421.2005,7204.50.00,,,,
2421.2015,7205.10.00,,,,
2421.2015,7205.21.00,,,,
2421.2015,7205.29.10,,,,
2421.2015,7205.29.20,,,,
2421.2015,7205.29.90,,,,
2421.2020,7218.10.00,,,,
2421.2020,7218.91.00,,,,
2421.2020,7218.99.00,,,,
2421.2020,7224.10.00,,,,
2421.2020,7224.90.00,,,,
2421.2030,7206.10.00,,,,
2421.2030,7206.90.00,,,,
2421.2030,7207.11.10,,,,
2421.2030,7207.11.90,,,,
2421.2030,7207.12.00,,,,
2421.2030,7207.19.00,,,,
2421.2030,7207.20.00,,,,
2422.2010,7209.15.00,,,,
2422.2010,7209.16.00,,,,
2422.2010,7209.17.00,,,,
2422.2010,7209.18.00,,,,
2422.2020,7208.10.00,,,,
2422.2020,7208.26.10,,,,
2422.2020,7208.26.90,,,,
2422.2020,7208.27.10,,,,
2422.2020,7208.27.90,,,,
2422.2020,7208.38.10,,,,
2422.2020,7208.38.90,,,,
2422.2020,7208.39.10,,,,
2422.2020,7208.39.90,,,,
2422.2030,7208.25.00,,,,
2422.2030,7208.36.10,,,,
2422.2030,7208.36.90,,,,
2422.2030,7208.37.00,,,,
2422.2035,7210.30.10,,,,
2422.2035,7210.30.90,,,,
2422.2035,7210.41.10,,,,
2422.2035,7210.41.90,,,,
2422.2035,7210.49.10,,,,
2422.2035,7210.49.90,,,,
2422.2035,7210.50.00,,,,
2422.2070,7225.30.00,,,,
2422.2070,7225.40.10,,,,
2422.2070,7225.40.20,,,,
2422.2070,7225.40.90,,,,
2422.2070,7225.50.10,,,,
2422.2070,7225.50.90,,,,
2422.2070,7225.91.00,,,,
2422.2070,7225.92.00,,,,
2422.2070,7225.99.10,,,,
2422.2070,7225.99.90,,,,
2422.2070,7226.91.00,,,,
2422.2070,7226.92.00,,,,
2422.2070,7226.99.00,,,,
2422.2080,7219.11.00,,,,
2422.2080,7219.12.00,,,,
2422.2080,7219.13.00,,,,
2422.2080,7219.14.00,,,,
2422.2080,7219.21.00,,,,
2422.2080,7219.22.00,,,,
2422.2080,7219.23.00,,,,
2422.2080,7219.24.00,,,,
2422.2080,7219.31.00,,,,
2422.2080,7219.32.00,,,,
2422.2080,7219.33.00,,,,
2422.2080,7219.34.00,,,,
2422.2080,7219.35.00,,,,
2422.2080,7219.90.10,,,,
2422.2080,7219.90.90,,,,
2422.2080,7220.11.00,,,,
2422.2080,7220.12.10,,,,
2422.2080,7220.12.20,,,,
2422.2080,7220.12.90,,,,
2422.2080,7220.20.10,,,,
2422.2080,7220.20.90,,,,
2422.2080,7220.90.00,,,,
2422.2090,7225.11.00,,,,
2422.2090,7225.19.00,,,,
2422.2090,7226.11.00,,,,
2422.2090,7226.19.00,,,,
2422.2105,7209.25.00,,,,
2422.2105,7209.26.00,,,,
2422.2105,7209.27.00,,,,
2422.2105,7209.28.00,,,,
2422.2115,7208.40.00,,,,
2422.2115,7208.51.00,,,,
2422.2115,7208.52.00,,,,
2422.2115,7208.53.00,,,,
2422.2115,7208.54.00,,,,
2422.2120,7204.21.00,,,,
2422.2120,7204.29.00,,,,
2422.2120,7204.30.00,,,,
2422.2120,7204.49.00,,,,
2422.2130,2618.00.00,,,,
2422.2130,2619.00.00,,,,
2422.2140,7210.11.00,,,,
2422.2140,7210.12.00,,,,
2422.2150,7225.30.00,,,,
2422.2150,7225.40.20,,,,
2422.2150,7225.50.10,,,,
2422.2150,7225.91.00,,,,
2422.2150,7225.92.00,,,,
2422.2150,7225.99.10,,,,
2422.2150,7226.20.10,,,,
2422.2150,7226.20.90,,,,
2422.2160,7210.20.00,,,,
2422.2160,7210.61.00,,,,
2422.2160,7210.69.11,,,,
2422.2160,7210.69.19,,,,
2422.2160,7210.69.90,,,,
2422.2160,7210.70.10,,,,
2422.2160,7210.70.20,,,,
2422.2160,7210.90.00,,,,
2422.2170,7208.90.00,,,,
2422.2170,7209.90.00,,,,
2423.2010,7222.11.00,,,,
2423.2010,7222.19.10,,,,
2423.2010,7222.19.90,,,,
2423.2010,7222.20.00,,,,
2423.2010,7222.30.00,,,,
2423.2020,7228.10.10,,,,
2423.2020,7228.10.90,,,,
2423.2020,7228.20.00,,,,
2423.2020,7228.30.00,,,,
2423.2020,7228.40.00,,,,
2423.2020,7228.50.00,,,,
2423.2020,7228.60.00,,,,
2423.2020,7228.80.00,,,,
2423.2030,7214.10.10,,,,
2423.2030,7214.10.90,,,,
2423.2030,7214.30.00,,,,
2423.2030,7214.91.00,,,,
2423.2030,7214.99.10,,,,
2423.2030,7214.99.90,,,,
2423.2030,7215.10.00,,,,
2423.2030,7215.50.00,,,,
2423.2030,7215.90.10,,,,
2423.2030,7215.90.90,,,,
2423.2040,7204.21.00,,,,
2423.2040,7204.29.00,,,,
2423.2040,7204.30.00,,,,
2423.2040,7204.49.00,,,,
2423.2050,2618.00.00,,,,
2423.2050,2619.00.00,,,,
2423.2060,7301.10.00,,,,
2423.2070,7221.00.00,,,,
2423.2070,7227.10.00,,,,
2423.2070,7227.20.00,,,,
2423.2070,7227.90.00,,,,
2423.2080,7213.20.00,,,,
2423.2080,7213.91.10,,,,
2423.2080,7213.91.90,,,,
2423.2080,7213.99.10,,,,
2423.2080,7213.99.90,,,,
2423.2090,7222.40.10,,,,
2423.2090,7222.40.90,,,,
2423.2090,7228.70.00,,,,
2423.2100,7216.10.00,,,,
